surface_vertices,graph_nodes,graph_edges,graph_density,avg_degree,protein_id,split
413,167,3964,0.2859822523627444,23.736526946107784,1B9Y_C,train
288,131,3222,0.3783910745742807,24.595419847328245,1BBH_A,train
294,131,3246,0.3812096300645919,24.778625954198475,1BBH_B,train
529,269,7402,0.20534872107862176,27.516728624535315,1BC5_A,train
403,197,5538,0.28685382782554647,28.111675126903553,1BCP_H,train
508,228,6066,0.23440760491537213,26.605263157894736,1BDF_C,train
778,392,11016,0.14374445430346053,28.102040816326532,1BHW_A,train
815,391,10796,0.14159617024067153,27.611253196930946,1BIH_B,train
456,218,5732,0.2423371242548514,26.293577981651374,1BJ1_K,train
438,188,4530,0.2577084992604392,24.095744680851062,1BJ1_VW,train
408,279,10116,0.26084938500812255,36.25806451612903,1BJR_E,train
367,166,4494,0.3281489594742607,27.072289156626507,1BKD_R,train
313,137,3528,0.3787033061399742,25.751824817518248,1BO4_A,train
316,136,3480,0.3790849673202614,25.58823529411765,1BO4_B,train
551,282,7940,0.2003987784255824,28.156028368794328,1BO6_A,train
546,282,7884,0.19898538653744227,27.95744680851064,1BO6_B,train
556,290,8382,0.20002386350077556,28.90344827586207,1BPL_B,train
232,108,2770,0.47940463828314295,25.64814814814815,1BRS_A,train
579,287,7990,0.19468336541507272,27.8397212543554,1BUH_A,train
417,224,6636,0.265695067264574,29.625,1BVK_DE,train
260,129,3608,0.437015503875969,27.968992248062015,1BVK_F,train
699,349,9770,0.16088660540789776,27.994269340974213,1BVP_2,train
693,349,9772,0.16091954022988506,28.0,1BVP_3,train
250,111,2884,0.4723996723996724,25.98198198198198,1C28_B,train
473,266,8236,0.23367853596254787,30.962406015037594,1C3X_A,train
469,266,8238,0.233735281600227,30.969924812030076,1C3X_C,train
695,394,11946,0.15429922114155073,30.31979695431472,1C7N_C,train
692,394,11982,0.1547642112605107,30.411167512690355,1C7N_D,train
351,189,5388,0.3032759202971969,28.50793650793651,1C8N_A,train
437,219,5970,0.25009425662938295,27.26027397260274,1C8N_C,train
593,300,8340,0.18595317725752508,27.8,1C8O_A,train
594,285,8348,0.20627625401532,29.29122807017544,1C8U_A,train
582,285,8374,0.20691870521373856,29.38245614035088,1C8U_B,train
381,222,7146,0.29130487954017364,32.189189189189186,1C9P_A,train
374,223,7282,0.2941865632448592,32.65470852017937,1C9T_A,train
420,239,7748,0.2724236137969832,32.41841004184101,1CBW_ABC,train
464,184,4726,0.2807080066524115,25.684782608695652,1CF4_A,train
402,148,3236,0.29748115462401176,21.864864864864863,1CFF_A,train
430,245,7910,0.2646370023419204,32.285714285714285,1CGI_E,train
308,135,3252,0.35953565505804314,24.08888888888889,1CL7_H,train
449,216,5812,0.25030146425495264,26.90740740740741,1CL7_L,train
628,341,10384,0.1791271347248577,30.451612903225808,1CLI_A,train
393,197,5814,0.3011499015849995,29.512690355329948,1CMV_A,train
405,206,6022,0.2852000947193938,29.233009708737864,1CMV_B,train
599,283,7990,0.20023557126030625,28.233215547703182,1CN3_D,train
600,283,7998,0.20043605743929027,28.261484098939928,1CN3_E,train
466,218,5648,0.238785777702617,25.908256880733944,1CN4_B,train
342,154,4146,0.3519225872167049,26.92207792207792,1CN4_C,train
286,126,3204,0.40685714285714286,25.428571428571427,1COZ_A,train
287,126,3208,0.4073650793650794,25.46031746031746,1COZ_B,train
461,269,8632,0.23947178605115685,32.089219330855016,1CP2_A,train
462,269,8620,0.2391388781002053,32.04460966542751,1CP2_B,train
454,224,6696,0.2680973734785394,29.892857142857142,1CQ3_A,train
446,224,6698,0.26817745035233825,29.901785714285715,1CQ3_B,train
505,286,9150,0.22451232977548766,31.993006993006993,1CQI_A,train
763,385,11232,0.15194805194805194,29.174025974025973,1CQI_B,train
617,378,12474,0.17506631299734748,33.0,1CS0_B,train
280,120,2950,0.41316526610644255,24.583333333333332,1CSG_A,train
272,120,3022,0.42324929971988795,25.183333333333334,1CSG_B,train
263,136,3806,0.41459694989106755,27.985294117647058,1D1J_B,train
266,138,3884,0.4108748545435312,28.144927536231883,1D1J_D,train
235,102,2566,0.49815569792273345,25.15686274509804,1D2Z_A,train
320,150,3850,0.34451901565995524,25.666666666666668,1D2Z_B,train
559,289,8156,0.1959823144944252,28.22145328719723,1D3Y_A,train
557,290,8164,0.19482162033170267,28.151724137931033,1D3Y_B,train
648,368,11354,0.16813766141452435,30.85326086956522,1D4X_A,train
363,223,7132,0.2881266917141357,31.982062780269057,1D6R_A,train
644,288,7350,0.17784552845528456,25.520833333333332,1D8H_A,train
648,288,7378,0.17852303523035232,25.618055555555557,1D8H_B,train
494,266,8104,0.22993332387572704,30.466165413533833,1D9E_A,train
497,266,8100,0.22981983260036884,30.451127819548873,1D9E_B,train
376,121,2132,0.29366391184573004,17.619834710743802,1D9G_A,train
348,111,1948,0.31908271908271907,17.54954954954955,1D9G_B,train
671,377,11574,0.16329928325526272,30.70026525198939,1DB2_A,train
545,276,8226,0.21675889328063241,29.804347826086957,1DBQ_A,train
530,276,8262,0.21770750988142293,29.934782608695652,1DBQ_B,train
259,123,3384,0.45101959216313475,27.51219512195122,1DBW_A,train
266,125,3448,0.4449032258064516,27.584,1DBW_B,train
442,221,6230,0.2562731386260798,28.190045248868778,1DD1_A,train
528,249,6704,0.21712657079932635,26.923694779116467,1DD1_B,train
441,247,7936,0.26121589151114183,32.12955465587044,1DDJ_B,train
594,272,7148,0.19394399826351205,26.279411764705884,1DE4_A,train
762,371,10356,0.15088511692285278,27.91374663072776,1DE4_AB,train
484,251,7846,0.25007171314741033,31.258964143426294,1DE7_K,train
435,214,5808,0.25483743582993285,27.14018691588785,1DEE_A,train
377,192,5518,0.3009380453752182,28.739583333333332,1DEV_C,train
266,124,3242,0.4251245738263834,26.14516129032258,1DFJ_E,train
352,195,5672,0.29986782976473697,29.087179487179487,1DHK_B,train
495,202,4844,0.2386089355204177,23.980198019801982,1DJS_A,train
266,134,3832,0.4300302996296712,28.597014925373134,1DJS_B,train
457,252,7960,0.2516916461139569,31.58730158730159,1DK4_A,train
445,252,8012,0.2533358628976159,31.793650793650794,1DK4_B,train
566,288,8786,0.2125919473480449,30.506944444444443,1DLE_A,train
549,282,8708,0.21978243860578986,30.879432624113477,1DLE_B,train
647,309,8106,0.1703442188879082,26.233009708737864,1DLT_A,train
646,309,8110,0.17042827722439374,26.245954692556634,1DLT_B,train
585,315,9074,0.1834799312506319,28.806349206349207,1DM5_E,train
245,104,2468,0.4607916355489171,23.73076923076923,1DM9_A,train
258,107,2474,0.43625462881326044,23.121495327102803,1DM9_B,train
534,267,7480,0.2106389569429191,28.01498127340824,1DML_A,train
468,207,5354,0.2511139252380282,25.864734299516908,1DN2_B,train
373,104,1452,0.2710978342046303,13.961538461538462,1DNW_B,train
535,271,8392,0.22938362716960503,30.96678966789668,1DOH_B,train
721,343,9892,0.1686529248290795,28.839650145772595,1DOS_A,train
571,329,10010,0.1855215360664245,30.425531914893618,1DPJ_A,train
255,129,3636,0.44040697674418605,28.186046511627907,1DQJ_C,train
484,230,6196,0.23527624833871275,26.93913043478261,1DQN_B,train
230,116,3062,0.4590704647676162,26.396551724137932,1DVF_B,train
259,121,3220,0.44352617079889806,26.611570247933884,1DVF_D,train
508,238,6126,0.21721093500691416,25.73949579831933,1DXX_C,train
508,238,6122,0.21706910612346203,25.722689075630253,1DXX_D,train
254,129,3620,0.438468992248062,28.06201550387597,1DZB_X,train
587,287,8022,0.195463073511854,27.951219512195124,1E0J_A,train
587,288,8038,0.1944928377855207,27.90972222222222,1E0J_B,train
537,235,6130,0.22294962720494635,26.085106382978722,1E1H_A,train
465,243,7264,0.24704962078699452,29.893004115226336,1E3U_A,train
448,242,7144,0.24498473989232195,29.520661157024794,1E3U_C,train
251,113,2926,0.46238938053097345,25.893805309734514,1E6E_B,train
503,210,4940,0.22510822510822512,23.523809523809526,1E6J_P,train
368,178,5130,0.32565225671300707,28.820224719101123,1E96_A,train
397,185,5398,0.3171562867215041,29.17837837837838,1E96_B,train
449,240,7216,0.2516039051603905,30.066666666666666,1EAI_A,train
425,241,7700,0.26625172890733056,31.95020746887967,1EAW_A,train
351,112,1870,0.3008365508365508,16.696428571428573,1EBO_D,train
360,113,1882,0.2974083438685209,16.654867256637168,1EBO_F,train
371,166,4416,0.32245345016429355,26.602409638554217,1EER_A,train
460,213,5586,0.24740898219505714,26.225352112676056,1EER_B,train
467,178,4368,0.2772805179965721,24.53932584269663,1EES_A,train
342,137,3196,0.34306569343065696,23.32846715328467,1EEX_G,train
643,289,7560,0.18166089965397925,26.15916955017301,1EF1_B,train
539,256,7248,0.22205882352941175,28.3125,1EF8_A,train
243,104,2480,0.4630321135175504,23.846153846153847,1EFN_B,train
601,312,9452,0.19482232665512408,30.294871794871796,1EFV_A,train
568,252,6966,0.22026180990324418,27.642857142857142,1EFV_B,train
317,152,3968,0.34576507493900316,26.105263157894736,1EGH_A,train
313,151,3970,0.35055187637969093,26.29139072847682,1EGH_B,train
315,151,3956,0.3493156732891832,26.198675496688743,1EGH_F,train
667,360,10736,0.16614051377282574,29.822222222222223,1EHI_A,train
675,347,10050,0.16741350302343788,28.962536023054756,1EHI_B,train
735,391,11728,0.15381992261787658,29.994884910485933,1EI1_A,train
733,391,11784,0.15455439700963997,30.138107416879794,1EI1_B,train
381,223,7176,0.28990425402981457,32.17937219730942,1EJA_A,train
595,346,11032,0.18483706123816704,31.884393063583815,1EK6_A,train
488,208,4818,0.2238015607580825,23.16346153846154,1EL6_A,train
485,208,4844,0.22500929022668154,23.28846153846154,1EL6_C,train
390,198,5464,0.28016202635491977,27.595959595959595,1EM1_A,train
392,198,5466,0.28026457468081833,27.606060606060606,1EM1_B,train
301,147,4110,0.38300251607492314,27.959183673469386,1EM8_A,train
297,132,3336,0.38584316446911865,25.272727272727273,1EMU_A,train
621,319,8834,0.17416849036888074,27.692789968652036,1EO8_A,train
439,207,5440,0.25514750715257256,26.280193236714975,1ERN_A,train
437,209,5562,0.25588884799411116,26.61244019138756,1ERN_B,train
441,182,4418,0.26822900856050025,24.274725274725274,1ES0_A,train
469,190,4554,0.2536340852130326,23.96842105263158,1ES0_B,train
627,301,8234,0.18236987818383169,27.35548172757475,1ESM_C,train
289,131,3374,0.39624192601291836,25.755725190839694,1ETE_C,train
264,119,2858,0.40706452072354365,24.016806722689076,1EWJ_C,train
264,119,2852,0.40620994160376017,23.96638655462185,1EWJ_D,train
589,303,8646,0.18897121500229494,28.534653465346533,1EWY_A,train
581,326,10016,0.1890703161868806,30.7239263803681,1EXB_ABDC,train
664,389,12486,0.16545199162536772,32.09768637532134,1EZ1_A,train
660,389,12380,0.16404738557761112,31.825192802056556,1EZ1_B,train
429,211,5906,0.2665763935906116,27.990521327014218,1EZI_A,train
661,280,6740,0.17255504352278545,24.071428571428573,1EZU_AB,train
627,320,9166,0.1795846394984326,28.64375,1F06_A,train
613,320,9400,0.1841692789968652,29.375,1F06_B,train
334,157,4054,0.33104687244814635,25.821656050955415,1F15_A,train
437,190,4600,0.25619604566972987,24.210526315789473,1F15_B,train
563,295,8582,0.19790153349475384,29.091525423728815,1F28_A,train
363,148,3568,0.3280014708586137,24.10810810810811,1F2U_C,train
354,142,3360,0.3356308061132754,23.661971830985916,1F2U_D,train
535,325,9850,0.18708452041785376,30.307692307692307,1F34_A,train
346,138,3188,0.33724743467682217,23.10144927536232,1F34_B,train
230,109,2902,0.4930343187223921,26.623853211009173,1F37_A,train
555,285,8162,0.20168025698047937,28.63859649122807,1F3M_D,train
487,257,7020,0.2133998054474708,27.315175097276263,1F3R_B,train
709,378,11594,0.1627159558194041,30.67195767195767,1F3T_A,train
714,381,11668,0.1611824837684763,30.6246719160105,1F3T_B,train
337,118,2230,0.3230479501665942,18.89830508474576,1F3U_G,train
449,137,2326,0.24967797337913267,16.978102189781023,1F3U_H,train
368,164,4076,0.30495286547957506,24.853658536585368,1F3V_B,train
622,282,7320,0.1847505110926024,25.95744680851064,1F45_A,train
323,133,3164,0.36044657097288674,23.789473684210527,1F45_B,train
754,363,9536,0.1451379693469096,26.269972451790633,1F51_AB,train
348,176,5114,0.3320779220779221,29.056818181818183,1F5M_A,train
372,216,6868,0.2957795004306632,31.796296296296298,1F5R_A,train
503,293,9314,0.21772873907148535,31.78839590443686,1F5Z_C,train
639,320,9866,0.19329937304075234,30.83125,1F6M_A,train
213,108,2874,0.4974039460020768,26.61111111111111,1F6M_C,train
366,213,6748,0.2988750110727257,31.68075117370892,1F7Z_A,train
335,156,4178,0.3455748552522746,26.78205128205128,1F8Y_A,train
340,156,4184,0.3460711331679074,26.82051282051282,1F8Y_B,train
291,128,3060,0.3764763779527559,23.90625,1F9Z_A,train
706,359,10636,0.1655125192574034,29.62674094707521,1FAK_HL,train
398,183,4896,0.2940010808863268,26.75409836065574,1FAK_T,train
451,196,5066,0.2650968079539508,25.846938775510203,1FB1_A,train
451,196,5066,0.2650968079539508,25.846938775510203,1FB1_E,train
263,129,3598,0.43580426356589147,27.891472868217054,1FBI_X,train
779,388,11056,0.14726018274328032,28.49484536082474,1FBV_A,train
382,174,4604,0.30589329612650323,26.45977011494253,1FCD_D,train
342,186,5586,0.32467306015693115,30.032258064516128,1FE8_A,train
261,128,3450,0.42445866141732286,26.953125,1FFW_A,train
292,165,5000,0.36954915003695493,30.303030303030305,1FGL_A,train
487,260,8386,0.24906444906444908,32.253846153846155,1FIW_A,train
558,251,6668,0.21252589641434264,26.56573705179283,1FJ1_E,train
443,240,7532,0.26262203626220365,31.383333333333333,1FK8_A,train
458,162,3166,0.24277279349743117,19.54320987654321,1FLC_F,train
655,336,9684,0.1720682302771855,28.821428571428573,1FMO_E,train
443,182,4352,0.2642219658794244,23.912087912087912,1FNE_C,train
511,213,4882,0.21622818673044555,22.920187793427232,1FNE_D,train
379,196,5984,0.313134484563056,30.53061224489796,1FNS_A,train
456,214,5872,0.25764556184458776,27.439252336448597,1FOD_2,train
362,183,5146,0.3090133909806041,28.120218579234972,1FQ1_A,train
613,295,8178,0.1885852646143203,27.722033898305085,1FQ1_B,train
618,317,8976,0.1792117557800583,28.315457413249213,1FQJ_A,train
498,271,8144,0.22260489271559383,30.051660516605168,1FR8_A,train
498,271,8142,0.22255022550225503,30.04428044280443,1FR8_B,train
467,219,5956,0.24950777093544468,27.19634703196347,1FS0_G,train
266,118,2868,0.4154715341156019,24.305084745762713,1FS1_D,train
345,159,4070,0.3240187883130324,25.59748427672956,1FSK_A,train
345,159,4070,0.3240187883130324,25.59748427672956,1FSK_D,train
464,220,5868,0.2435865504358655,26.672727272727272,1FSK_F,train
362,165,4212,0.3113082039911308,25.527272727272727,1FT8_B,train
556,244,6132,0.20684072050192268,25.131147540983605,1FT8_C,train
481,210,5130,0.23376623376623376,24.428571428571427,1FT9_A,train
474,206,5050,0.23916646933459626,24.514563106796118,1FT9_B,train
385,221,7246,0.29806663924310983,32.78733031674208,1FUJ_B,train
396,221,7244,0.29798436857260385,32.77828054298642,1FUJ_C,train
257,101,2168,0.4293069306930693,21.465346534653467,1FWG_B,train
364,215,6848,0.29767441860465116,31.851162790697675,1FY8_E,train
520,242,6282,0.21542471108672542,25.958677685950413,1FYH_A,train
457,201,5270,0.26218905472636816,26.218905472636816,1FYH_B,train
758,388,10836,0.14432989690721648,27.927835051546392,1FZ0_C,train
418,167,3998,0.2884351778370969,23.940119760479043,1FZ0_E,train
377,129,2378,0.2880329457364341,18.434108527131784,1FZR_C,train
377,129,2380,0.2882751937984496,18.449612403100776,1FZR_D,train
569,292,8510,0.20030127571435297,29.143835616438356,1FZW_A,train
568,292,8538,0.20096031633950007,29.23972602739726,1FZW_B,train
308,141,3652,0.3700101317122594,25.900709219858157,1G09_A,train
314,145,3802,0.36417624521072794,26.220689655172414,1G09_B,train
479,201,5054,0.25144278606965176,25.144278606965173,1G0S_A,train
482,233,7016,0.25958265502441913,30.111587982832617,1G0U_1,train
472,222,6686,0.27255309608250783,30.117117117117118,1G0U_Z,train
571,329,10016,0.18563273778634443,30.443768996960486,1G0V_A,train
271,107,2374,0.41862105448774467,22.186915887850468,1G31_B,train
278,107,2370,0.417915711514724,22.149532710280372,1G31_C,train
326,173,5474,0.36792579647802126,31.641618497109828,1G3I_G,train
327,173,5416,0.36402742304073127,31.30635838150289,1G3I_M,train
404,169,4186,0.2948717948717949,24.76923076923077,1G5C_A,train
355,158,4170,0.3362089816979763,26.39240506329114,1G5C_B,train
832,357,8716,0.13716048217039625,24.41456582633053,1G5G_D,train
837,399,10976,0.138235034823239,27.50877192982456,1G5H_A,train
535,238,6312,0.22380597808743752,26.521008403361346,1G60_A,train
504,228,6168,0.23834917690702528,27.05263157894737,1G60_B,train
360,169,4510,0.31769512538743305,26.68639053254438,1G64_A,train
438,190,4802,0.2674463937621832,25.273684210526316,1G64_B,train
627,320,9374,0.18365987460815048,29.29375,1G6Q_6,train
234,126,3640,0.4622222222222222,28.88888888888889,1G6V_K,train
525,259,7066,0.2114872347430487,27.28185328185328,1G6W_D,train
262,133,3782,0.4308498519024835,28.43609022556391,1G8K_B,train
476,242,6676,0.22893590754775214,27.58677685950413,1G8Y_H,train
711,344,9462,0.160383754830836,27.50581395348837,1GG2_A,train
448,234,6536,0.23975642859763033,27.931623931623932,1GGP_A,train
476,254,7752,0.2412623323270362,30.519685039370078,1GGP_B,train
526,307,9888,0.2105128696429712,32.20846905537459,1GHQ_A,train
559,208,4456,0.20698625046451133,21.423076923076923,1GK9_A,train
422,241,7762,0.26839557399723374,32.20746887966805,1GL0_E,train
430,239,7534,0.2648992651453887,31.523012552301257,1GL1_A,train
292,161,4628,0.3593167701863354,28.74534161490683,1GLC_F,train
317,134,3274,0.3674110649758725,24.432835820895523,1GMW_D,train
416,198,5240,0.2686766138542788,26.464646464646464,1GN4_B,train
405,198,5210,0.2671383889658001,26.31313131313131,1GN4_D,train
716,344,9286,0.15740050172893078,26.99418604651163,1GP2_A,train
686,393,12970,0.16838032923092902,33.00254452926209,1GP2_BG,train
273,127,3310,0.4136982877140358,26.062992125984252,1GPQ_A,train
285,128,3390,0.4170767716535433,26.484375,1GPQ_B,train
299,130,3272,0.3902206320810972,25.16923076923077,1GQA_A,train
562,334,10558,0.1898545251838665,31.610778443113773,1GQG_B,train
567,333,10548,0.19081732334744383,31.675675675675677,1GQG_D,train
372,194,4962,0.2650499439132525,25.577319587628867,1GRC_A,train
372,192,5440,0.29668411867364747,28.333333333333332,1GRC_B,train
495,211,5344,0.2412096592191379,25.327014218009477,1GRI_A,train
487,211,5358,0.24184157075152335,25.393364928909953,1GRI_B,train
406,191,5402,0.2977128685588316,28.282722513089006,1GRN_A,train
390,197,5310,0.2750440277633896,26.95431472081218,1GRN_B,train
487,274,8480,0.22673190556402234,30.94890510948905,1GT7_O,train
483,274,8476,0.22662495655196385,30.934306569343065,1GT7_P,train
343,166,4812,0.35136911281489597,28.987951807228917,1GU9_G,train
347,169,4846,0.3413637644406875,28.674556213017752,1GU9_H,train
351,167,4692,0.33850371546064495,28.095808383233532,1GUA_A,train
653,344,9782,0.16580785137975457,28.436046511627907,1GUQ_B,train
324,123,2642,0.3521258163401306,21.479674796747968,1GVM_E,train
341,134,2932,0.3290315340590282,21.880597014925375,1GVM_F,train
609,371,12094,0.17620747432068187,32.59838274932615,1GX7_A,train
465,192,4910,0.26777923211169286,25.572916666666668,1GXD_C,train
349,161,4282,0.3324534161490683,26.596273291925467,1GXJ_A,train
371,162,4194,0.32160110420979987,25.88888888888889,1GXJ_B,train
269,119,2928,0.41703461045435125,24.605042016806724,1GY7_C,train
700,350,10620,0.17388456815390912,30.34285714285714,1GYL_B,train
380,178,5016,0.3184155398971624,28.179775280898877,1GZS_A,train
289,122,3038,0.4115973445332611,24.901639344262296,1H0D_C,train
402,214,6146,0.2696678513448291,28.7196261682243,1H0H_L,train
671,368,11278,0.16701220234569364,30.64673913043478,1H1V_A,train
645,327,9516,0.17853323577418811,29.10091743119266,1H1V_G,train
512,240,6662,0.2322873082287308,27.758333333333333,1H21_C,train
520,240,6654,0.2320083682008368,27.725,1H21_D,train
478,186,4140,0.24062772449869224,22.258064516129032,1H2I_O,train
478,186,4140,0.24062772449869224,22.258064516129032,1H2I_P,train
677,332,8756,0.15935645906890403,26.373493975903614,1H2M_A,train
403,225,6526,0.25896825396825396,29.004444444444445,1H2S_A,train
744,383,11452,0.15654860361160855,29.900783289817234,1H6D_A,train
733,382,11442,0.15723296368058703,29.952879581151834,1H6D_I,train
731,381,11438,0.15800524934383203,30.020997375328083,1H6D_J,train
540,296,9634,0.220659642693541,32.5472972972973,1H74_A,train
541,296,9546,0.21864406779661016,32.25,1H74_B,train
277,125,3260,0.4206451612903226,26.08,1H9D_A,train
288,125,3234,0.41729032258064513,25.872,1H9D_B,train
295,139,3676,0.3832759879053279,26.446043165467625,1H9R_A,train
296,139,3720,0.38786362214576164,26.762589928057555,1H9R_B,train
483,250,7688,0.24700401606425704,30.752,1HBT_H,train
233,101,2472,0.4895049504950495,24.475247524752476,1HCF_X,train
357,176,5050,0.32792207792207795,28.693181818181817,1HE1_C,train
352,176,5042,0.3274025974025974,28.647727272727273,1HE1_D,train
325,166,4844,0.35370573201898503,29.180722891566266,1HE8_B,train
435,202,5544,0.27308999556672087,27.445544554455445,1HF2_C,train
479,274,9018,0.24111654768589075,32.91240875912409,1HI9_D,train
478,274,9010,0.24090264966177374,32.88321167883212,1HI9_E,train
409,230,7242,0.27499525346497056,31.48695652173913,1HIA_AB,train
349,158,4418,0.3562041441586713,27.962025316455698,1HJR_B,train
348,158,4424,0.35668789808917195,28.0,1HJR_D,train
314,125,3004,0.38761290322580644,24.032,1HKQ_A,train
310,125,2984,0.38503225806451613,23.872,1HKQ_B,train
412,159,3444,0.27418199187962744,21.660377358490567,1HN2_A,train
382,155,3440,0.28822790113112695,22.193548387096776,1HN2_B,train
615,276,7220,0.19025032938076417,26.159420289855074,1HSA_A,train
403,194,5038,0.2691095561134555,25.969072164948454,1HWG_B,train
402,191,5006,0.27588867456599614,26.209424083769633,1HWG_C,train
742,398,12272,0.15533587332126628,30.834170854271356,1HWL_B,train
453,206,5504,0.26066777172626093,26.718446601941746,1HXM_C,train
507,230,5996,0.2276817922916271,26.069565217391304,1HXM_D,train
269,124,3214,0.4214529242066614,25.919354838709676,1HYR_A,train
643,275,7076,0.18781685467816855,25.73090909090909,1HYR_C,train
564,265,7098,0.20291595197255574,26.78490566037736,1I1A_A,train
456,205,5294,0.25318029650884744,25.82439024390244,1I1A_C,train
378,154,3788,0.32153467447585093,24.5974025974026,1I1D_B,train
383,155,3806,0.31889400921658984,24.55483870967742,1I1D_C,train
361,165,4476,0.33082039911308203,27.12727272727273,1I2M_A,train
630,388,13916,0.18535389861211007,35.865979381443296,1I2M_B,train
287,101,2022,0.4003960396039604,20.019801980198018,1I3O_D,train
798,373,9852,0.14200467006832138,26.412868632707774,1I4D_AB,train
360,177,5034,0.3231895223420647,28.440677966101696,1I4D_D,train
629,293,7958,0.1860302024405068,27.160409556313994,1I4E_A,train
488,243,7058,0.2400435329728259,29.045267489711936,1I4E_B,train
